state_id,state,name,href,full_url,stop_type
1,Alabama,LOVE'S TRAVEL STOP #814,location_details.php?id=53837,https://www.truckstopsandservices.com/location_details.php?id=53837,Trucker
1,Alabama,LOVE'S TRAVEL STOP #818,location_details.php?id=56673,https://www.truckstopsandservices.com/location_details.php?id=56673,Trucker
1,Alabama,LOVE'S TRAVEL STOP #846,location_details.php?id=56917,https://www.truckstopsandservices.com/location_details.php?id=56917,Trucker
1,Alabama,M&M GROCERY,location_details.php?id=54647,https://www.truckstopsandservices.com/location_details.php?id=54647,Trucker
1,Alabama,M&M MARKET,location_details.php?id=54648,https://www.truckstopsandservices.com/location_details.php?id=54648,Trucker
1,Alabama,MAC'S MINIT MART,location_details.php?id=54656,https://www.truckstopsandservices.com/location_details.php?id=54656,Trucker
1,Alabama,MARATHON,location_details.php?id=47836,https://www.truckstopsandservices.com/location_details.php?id=47836,Trucker
1,Alabama,MARATHON #17,location_details.php?id=54378,https://www.truckstopsandservices.com/location_details.php?id=54378,Trucker
1,Alabama,MARY'S TRAVEL CENTER,location_details.php?id=1985,https://www.truckstopsandservices.com/location_details.php?id=1985,Trucker
1,Alabama,MCBRIDE TIRE & SERVICE CENTER,location_details.php?id=10081,https://www.truckstopsandservices.com/location_details.php?id=10081,Trucker
1,Alabama,MERRI MART,location_details.php?id=47842,https://www.truckstopsandservices.com/location_details.php?id=47842,Trucker
1,Alabama,MIDWAY TRUCK STOP,location_details.php?id=10116,https://www.truckstopsandservices.com/location_details.php?id=10116,Trucker
1,Alabama,MINIT MAN,location_details.php?id=44610,https://www.truckstopsandservices.com/location_details.php?id=44610,Trucker
1,Alabama,MITCHELL EXXON,location_details.php?id=235,https://www.truckstopsandservices.com/location_details.php?id=235,Trucker
1,Alabama,MOE'S TRAVEL PLAZA (TEXACO),location_details.php?id=10143,https://www.truckstopsandservices.com/location_details.php?id=10143,Trucker
1,Alabama,MOORE'S SHELL SUPER STORE,location_details.php?id=10052,https://www.truckstopsandservices.com/location_details.php?id=10052,Trucker
1,Alabama,MOORE'S SUGAR BEND,location_details.php?id=54721,https://www.truckstopsandservices.com/location_details.php?id=54721,Trucker
1,Alabama,MR ROYS CONVENIENCE STORE,location_details.php?id=10137,https://www.truckstopsandservices.com/location_details.php?id=10137,Trucker
1,Alabama,N & N FOOD MART,location_details.php?id=236,https://www.truckstopsandservices.com/location_details.php?id=236,Trucker
1,Alabama,NATURAL BRIDGE SHELL,location_details.php?id=54730,https://www.truckstopsandservices.com/location_details.php?id=54730,Trucker
1,Alabama,OASIS TRAVEL CENTER,location_details.php?id=42216,https://www.truckstopsandservices.com/location_details.php?id=42216,Trucker
1,Alabama,OC'S QUICK STOP,location_details.php?id=10120,https://www.truckstopsandservices.com/location_details.php?id=10120,Trucker
1,Alabama,ONE9 Travel Center,location_details.php?id=64130,https://www.truckstopsandservices.com/location_details.php?id=64130,Trucker
1,Alabama,OWASSA MARATHON,location_details.php?id=2172,https://www.truckstopsandservices.com/location_details.php?id=2172,Trucker
1,Alabama,OWEN'S QUIK MART,location_details.php?id=10089,https://www.truckstopsandservices.com/location_details.php?id=10089,Trucker
1,Alabama,PARR'S HIGHWAY 80 CHEVRON,location_details.php?id=10126,https://www.truckstopsandservices.com/location_details.php?id=10126,Trucker
1,Alabama,PETRO FOOD & GAS,location_details.php?id=10136,https://www.truckstopsandservices.com/location_details.php?id=10136,Trucker
1,Alabama,PETRO STOPPING CENTER #319,location_details.php?id=2275,https://www.truckstopsandservices.com/location_details.php?id=2275,Trucker
1,Alabama,PETRO STOPPING CENTER #348,location_details.php?id=2212,https://www.truckstopsandservices.com/location_details.php?id=2212,Trucker
1,Alabama,PETRO STOPPING CENTER #352,location_details.php?id=2207,https://www.truckstopsandservices.com/location_details.php?id=2207,Trucker
1,Alabama,PETRO STOPPING CENTER #397,location_details.php?id=44739,https://www.truckstopsandservices.com/location_details.php?id=44739,Trucker
1,Alabama,PHENIX CITY TRUCK & AUTO PLAZA,location_details.php?id=10188,https://www.truckstopsandservices.com/location_details.php?id=10188,Trucker
1,Alabama,PILOT TRAVEL CENTER #1549,location_details.php?id=47850,https://www.truckstopsandservices.com/location_details.php?id=47850,Trucker
1,Alabama,PILOT TRAVEL CENTER #1550,location_details.php?id=44640,https://www.truckstopsandservices.com/location_details.php?id=44640,Trucker
1,Alabama,PILOT TRAVEL CENTER #302,location_details.php?id=16718,https://www.truckstopsandservices.com/location_details.php?id=16718,Trucker
1,Alabama,PILOT TRAVEL CENTER #369,location_details.php?id=16721,https://www.truckstopsandservices.com/location_details.php?id=16721,Trucker
1,Alabama,PILOT TRAVEL CENTER #441,location_details.php?id=16724,https://www.truckstopsandservices.com/location_details.php?id=16724,Trucker
1,Alabama,PILOT TRAVEL CENTER #4555,location_details.php?id=44636,https://www.truckstopsandservices.com/location_details.php?id=44636,Trucker
1,Alabama,PILOT TRAVEL CENTER #497,location_details.php?id=16729,https://www.truckstopsandservices.com/location_details.php?id=16729,Trucker
1,Alabama,PILOT TRAVEL CENTER #75,location_details.php?id=16712,https://www.truckstopsandservices.com/location_details.php?id=16712,Trucker
1,Alabama,PILOT TRAVEL CENTER #76,location_details.php?id=16715,https://www.truckstopsandservices.com/location_details.php?id=16715,Trucker
1,Alabama,QUICK STOP #19,location_details.php?id=44611,https://www.truckstopsandservices.com/location_details.php?id=44611,Trucker
1,Alabama,QUIK MART #18,location_details.php?id=10086,https://www.truckstopsandservices.com/location_details.php?id=10086,Trucker
1,Alabama,RaceTrac #2608,location_details.php?id=64904,https://www.truckstopsandservices.com/location_details.php?id=64904,Trucker
1,Alabama,Racetrac #2628,location_details.php?id=64136,https://www.truckstopsandservices.com/location_details.php?id=64136,Trucker
1,Alabama,RaceTrac #2636,location_details.php?id=64137,https://www.truckstopsandservices.com/location_details.php?id=64137,Trucker
1,Alabama,ROLLING T TRUCK STOP,location_details.php?id=54875,https://www.truckstopsandservices.com/location_details.php?id=54875,Trucker
1,Alabama,SAVEWAY TRUCK PLAZA,location_details.php?id=2866,https://www.truckstopsandservices.com/location_details.php?id=2866,Trucker
1,Alabama,SCOTT'S KWIK MART,location_details.php?id=10109,https://www.truckstopsandservices.com/location_details.php?id=10109,Trucker
1,Alabama,SHELTON JIFFY MART,location_details.php?id=54922,https://www.truckstopsandservices.com/location_details.php?id=54922,Trucker
1,Alabama,SHOP & FILL,location_details.php?id=10140,https://www.truckstopsandservices.com/location_details.php?id=10140,Trucker
